Time,id,iq,Te,omega_m
0.310,1.203,6.937,4.112,113.906
0.310,1.203,6.937,4.112,113.942
0.310,1.203,6.937,4.112,113.978
0.310,1.203,6.937,4.112,114.015
0.310,1.203,6.937,4.112,114.051
0.310,1.203,6.937,4.112,114.087
0.310,1.203,6.937,4.112,114.123
0.311,1.203,6.937,4.112,114.159
0.311,1.203,6.937,4.112,114.195
0.311,1.203,6.937,4.112,114.231
0.311,1.203,6.937,4.112,114.267
0.311,1.203,6.937,4.112,114.304
0.311,1.203,6.937,4.112,114.340
0.311,1.203,6.937,4.112,114.376
0.311,1.203,6.937,4.112,114.412
0.311,1.203,6.937,4.112,114.448
0.311,1.203,6.937,4.112,114.484
0.312,1.203,6.937,4.112,114.520
0.312,1.203,6.937,4.112,114.556
0.312,1.203,6.937,4.112,114.593
0.312,1.203,6.937,4.112,114.629
0.312,1.203,6.937,4.112,114.665
0.312,1.203,6.937,4.112,114.701
0.312,1.203,6.937,4.112,114.737
0.312,1.203,6.937,4.112,114.773
0.312,1.203,6.937,4.112,114.809
0.312,1.203,6.937,4.112,114.845
0.313,1.203,6.937,4.112,114.881
0.313,1.203,6.937,4.112,114.918
0.313,1.203,6.937,4.112,114.954
0.313,1.203,6.937,4.112,114.990
0.313,1.203,6.937,4.112,115.026
0.313,1.203,6.937,4.112,115.062
0.313,1.203,6.937,4.112,115.098
0.313,1.203,6.937,4.112,115.134
0.313,1.203,6.937,4.112,115.170
0.313,1.203,6.937,4.112,115.207
0.314,1.203,6.937,4.112,115.243
0.314,1.203,6.937,4.112,115.279
0.314,1.203,6.937,4.112,115.315
0.314,1.203,6.937,4.112,115.351
0.314,1.203,6.937,4.112,115.387
0.314,1.203,6.937,4.112,115.423
0.314,1.203,6.937,4.112,115.459
0.314,1.203,6.937,4.112,115.496
0.314,1.203,6.937,4.112,115.532
0.314,1.203,6.937,4.112,115.568
0.315,1.203,6.937,4.112,115.604
0.315,1.203,6.937,4.112,115.640
0.315,1.203,6.937,4.112,115.676
0.315,1.203,6.937,4.112,115.712
0.315,1.203,6.937,4.112,115.748
0.315,1.203,6.937,4.112,115.784
0.315,1.203,6.937,4.112,115.821
0.315,1.203,6.937,4.112,115.857
0.315,1.203,6.937,4.112,115.893
0.315,1.203,6.937,4.112,115.929
0.316,1.203,6.937,4.112,115.965
0.316,1.203,6.937,4.112,116.001
0.316,1.203,6.937,4.112,116.037
0.316,1.203,6.937,4.112,116.073
0.316,1.203,6.937,4.112,116.110
0.316,1.203,6.937,4.112,116.146
0.316,1.203,6.937,4.112,116.182
0.316,1.203,6.937,4.112,116.218
0.316,1.203,6.937,4.112,116.254
0.316,1.203,6.937,4.112,116.290
0.317,1.203,6.937,4.112,116.326
0.317,1.203,6.937,4.112,116.362
0.317,1.203,6.937,4.112,116.399
0.317,1.203,6.937,4.112,116.435
0.317,1.203,6.937,4.112,116.471
0.317,1.203,6.937,4.112,116.507
0.317,1.203,6.937,4.112,116.543
0.317,1.203,6.937,4.112,116.579
0.317,1.203,6.937,4.112,116.615
0.317,1.203,6.937,4.112,116.651
0.318,1.203,6.937,4.112,116.687
0.318,1.203,6.937,4.112,116.724
0.318,1.203,6.937,4.112,116.760
0.318,1.203,6.937,4.112,116.796
0.318,1.203,6.937,4.112,116.832
0.318,1.203,6.937,4.112,116.868
0.318,1.203,6.937,4.112,116.904
0.318,1.203,6.937,4.112,116.940
0.318,1.203,6.937,4.112,116.976
0.318,1.203,6.937,4.112,117.013
0.319,1.203,6.937,4.112,117.049
0.319,1.203,6.937,4.112,117.085
0.319,1.203,6.937,4.112,117.121
0.319,1.203,6.937,4.112,117.157
0.319,1.203,6.937,4.112,117.193
0.319,1.203,6.937,4.112,117.229
0.319,1.203,6.937,4.112,117.265
0.319,1.203,6.937,4.112,117.301
0.319,1.203,6.937,4.112,117.338
0.319,1.203,6.937,4.112,117.374
0.320,1.203,6.937,4.112,117.410
0.320,1.203,6.937,4.112,117.446
0.320,1.203,6.937,4.112,117.482
0.320,1.203,6.937,4.112,117.518
0.320,1.203,6.937,4.112,117.554
0.320,1.203,6.937,4.112,117.590
0.320,1.203,6.937,4.112,117.627
0.320,1.203,6.937,4.112,117.663
0.320,1.203,6.937,4.112,117.699
0.320,1.203,6.937,4.112,117.735
0.321,1.203,6.937,4.112,117.771
0.321,1.203,6.937,4.112,117.807
0.321,1.203,6.937,4.112,117.843
0.321,1.203,6.937,4.112,117.879
0.321,1.203,6.937,4.112,117.916
0.321,1.203,6.937,4.112,117.952
0.321,1.203,6.937,4.112,117.988
0.321,1.203,6.937,4.112,118.024
0.321,1.203,6.937,4.112,118.060
0.321,1.203,6.937,4.112,118.096
0.322,1.203,6.937,4.112,118.132
0.322,1.203,6.937,4.112,118.168
0.322,1.203,6.937,4.112,118.204
0.322,1.203,6.937,4.112,118.241
0.322,1.203,6.937,4.112,118.277
0.322,1.203,6.937,4.112,118.313
0.322,1.203,6.937,4.112,118.349
0.322,1.203,6.937,4.112,118.385
0.322,1.203,6.937,4.112,118.421
0.322,1.203,6.937,4.112,118.457
0.323,1.203,6.937,4.112,118.493
0.323,1.203,6.937,4.112,118.530
0.323,1.203,6.937,4.112,118.566
0.323,1.203,6.937,4.112,118.602
0.323,1.203,6.937,4.112,118.638
0.323,1.203,6.937,4.112,118.674
0.323,1.203,6.937,4.112,118.710
0.323,1.203,6.937,4.112,118.746
0.323,1.203,6.937,4.112,118.782
0.323,1.203,6.937,4.112,118.819
0.324,1.203,6.937,4.112,118.855
0.324,1.203,6.937,4.112,118.891
0.324,1.203,6.937,4.112,118.927
0.324,1.203,6.937,4.112,118.963
0.324,1.203,6.937,4.112,118.999
0.324,1.203,6.937,4.112,119.035
0.324,1.203,6.937,4.112,119.071
0.324,1.203,6.937,4.112,119.107
0.324,1.203,6.937,4.112,119.144
0.324,1.203,6.937,4.112,119.180
0.325,1.203,6.937,4.112,119.216
0.325,1.203,6.937,4.112,119.252
0.325,1.203,6.937,4.112,119.288
0.325,1.203,6.937,4.112,119.324
0.325,1.203,6.937,4.112,119.360
0.325,1.203,6.937,4.112,119.396
0.325,1.203,6.937,4.112,119.433
0.325,1.203,6.937,4.112,119.469
0.325,1.203,6.937,4.112,119.505
0.325,1.203,6.937,4.112,119.541
0.326,1.203,6.937,4.112,119.577
0.326,1.203,6.937,4.112,119.613
0.326,1.203,6.937,4.112,119.649
0.326,1.203,6.937,4.112,119.685
0.326,1.203,6.937,4.112,119.722
0.326,1.203,6.937,4.112,119.758
0.326,1.203,6.937,4.112,119.794
0.326,1.203,6.937,4.112,119.830
0.326,1.203,6.937,4.112,119.866
0.326,1.203,6.937,4.112,119.902
0.327,1.203,6.937,4.112,119.938
0.327,1.203,6.937,4.112,119.974
0.327,1.203,6.937,4.112,120.010
0.327,1.203,6.937,4.112,120.047
0.327,1.203,6.937,4.112,120.083
0.327,1.203,6.937,4.112,120.119
0.327,1.203,6.937,4.112,120.155
0.327,1.203,6.937,4.112,120.191
0.327,1.203,6.937,4.112,120.227
0.327,1.203,6.937,4.112,120.263
0.328,1.203,6.937,4.112,120.299
0.328,1.203,6.937,4.112,120.336
0.328,1.203,6.937,4.112,120.372
0.328,1.203,6.937,4.112,120.408
0.328,1.203,6.937,4.112,120.444
0.328,1.203,6.937,4.112,120.480
0.328,1.203,6.937,4.112,120.516
0.328,1.203,6.937,4.112,120.552
0.328,1.203,6.937,4.112,120.588
0.328,1.203,6.937,4.112,120.625
0.329,1.203,6.937,4.112,120.661
0.329,1.203,6.937,4.112,120.697
0.329,1.203,6.937,4.112,120.733
0.329,1.203,6.937,4.112,120.769
0.329,1.203,6.937,4.112,120.805
0.329,1.203,6.937,4.112,120.841
0.329,1.203,6.937,4.112,120.877
0.329,1.203,6.937,4.112,120.913
0.329,1.203,6.937,4.112,120.950
0.329,1.203,6.937,4.112,120.986
0.330,1.203,6.937,4.112,121.022
0.330,1.203,6.937,4.112,121.058
0.330,1.203,6.937,4.112,121.094
0.330,1.203,6.937,4.112,121.130
0.330,1.203,6.937,4.112,121.166
0.330,1.203,6.937,4.112,121.202
0.330,1.203,6.937,4.112,121.239
0.330,1.203,6.937,4.112,121.275
0.330,1.203,6.937,4.112,121.311
0.330,1.203,6.937,4.112,121.347
0.331,1.203,6.937,4.112,121.383
0.331,1.203,6.937,4.112,121.419
0.331,1.203,6.937,4.112,121.455
0.331,1.203,6.937,4.112,121.491
0.331,1.203,6.937,4.112,121.528
0.331,1.203,6.937,4.112,121.564
0.331,1.203,6.937,4.112,121.600
0.331,1.203,6.937,4.112,121.636
0.331,1.203,6.937,4.112,121.672
0.331,1.203,6.937,4.112,121.708
0.332,1.203,6.937,4.112,121.744
0.332,1.203,6.937,4.112,121.780
0.332,1.203,6.937,4.112,121.816
0.332,1.203,6.937,4.112,121.853
0.332,1.203,6.937,4.112,121.889
0.332,1.203,6.937,4.112,121.925
0.332,1.203,6.937,4.112,121.961
0.332,1.203,6.937,4.112,121.997
0.332,1.203,6.937,4.112,122.033
0.332,1.203,6.937,4.112,122.069
0.333,1.203,6.937,4.112,122.105
0.333,1.203,6.937,4.112,122.142
0.333,1.203,6.937,4.112,122.178
0.333,1.203,6.937,4.112,122.214
0.333,1.203,6.937,4.112,122.250
0.333,1.203,6.937,4.112,122.286
0.333,1.203,6.937,4.112,122.322
0.333,1.203,6.937,4.112,122.358
0.333,1.203,6.937,4.112,122.394
0.333,1.203,6.937,4.112,122.431
0.334,1.203,6.937,4.112,122.467
0.334,1.203,6.937,4.112,122.503
0.334,1.203,6.937,4.112,122.539
0.334,1.203,6.937,4.112,122.575
0.334,1.203,6.937,4.112,122.611
0.334,1.203,6.937,4.112,122.647
0.334,1.203,6.937,4.112,122.683
0.334,1.203,6.937,4.112,122.719
0.334,1.203,6.937,4.112,122.756
0.334,1.203,6.937,4.112,122.792
0.335,1.203,6.937,4.112,122.828
0.335,1.203,6.937,4.112,122.864
0.335,1.203,6.937,4.112,122.900
0.335,1.203,6.937,4.112,122.936
0.335,1.203,6.937,4.112,122.972
0.335,1.203,6.937,4.112,123.008
0.335,1.203,6.937,4.112,123.045
0.335,1.203,6.937,4.112,123.081
0.335,1.203,6.937,4.112,123.117
0.335,1.203,6.937,4.112,123.153
0.336,1.203,6.937,4.112,123.189
0.336,1.203,6.937,4.112,123.225
0.336,1.203,6.937,4.112,123.261
0.336,1.203,6.937,4.112,123.297
0.336,1.203,6.937,4.112,123.333
0.336,1.203,6.937,4.112,123.370
0.336,1.203,6.937,4.112,123.406
0.336,1.203,6.937,4.112,123.442
0.336,1.203,6.937,4.112,123.478
0.336,1.203,6.937,4.112,123.514
0.337,1.203,6.937,4.112,123.550
0.337,1.203,6.937,4.112,123.586
0.337,1.203,6.937,4.112,123.622
0.337,1.203,6.937,4.112,123.659
0.337,1.203,6.937,4.112,123.695
0.337,1.203,6.937,4.112,123.731
0.337,1.203,6.937,4.112,123.767
0.337,1.203,6.937,4.112,123.803
0.337,1.203,6.937,4.112,123.839
0.337,1.203,6.937,4.112,123.875
0.338,1.203,6.937,4.112,123.911
0.338,1.203,6.937,4.112,123.948
0.338,1.203,6.937,4.112,123.984
0.338,1.203,6.937,4.112,124.020
0.338,1.203,6.937,4.112,124.056
0.338,1.203,6.937,4.112,124.092
0.338,1.203,6.937,4.112,124.128
0.338,1.203,6.937,4.112,124.164
0.338,1.203,6.937,4.112,124.200
0.338,1.203,6.937,4.112,124.236
0.339,1.203,6.937,4.112,124.273
0.339,1.203,6.937,4.112,124.309
0.339,1.203,6.937,4.112,124.345
0.339,1.203,6.937,4.112,124.381
0.339,1.203,6.937,4.112,124.417
0.339,1.203,6.937,4.112,124.453
0.339,1.203,6.937,4.112,124.489
0.339,1.203,6.937,4.112,124.525
0.339,1.203,6.937,4.112,124.562
0.339,1.203,6.937,4.112,124.598
0.340,1.203,6.937,4.112,124.634
0.340,1.203,6.937,4.112,124.670
0.340,1.203,6.937,4.112,124.706
0.340,1.203,6.937,4.112,124.742
0.340,1.203,6.937,4.112,124.778
0.340,1.203,6.937,4.112,124.814
0.340,1.203,6.937,4.112,124.851
0.340,1.203,6.937,4.112,124.887
0.340,1.203,6.937,4.112,124.923
0.340,1.203,6.937,4.112,124.959
0.341,1.203,6.937,4.112,124.995
0.341,1.203,6.937,4.112,125.031
0.341,1.203,6.937,4.112,125.067
0.341,1.203,6.937,4.112,125.103
0.341,1.203,6.937,4.112,125.139
0.341,1.203,6.937,4.112,125.176
0.341,1.203,6.937,4.112,125.212
0.341,1.203,6.937,4.112,125.248
0.341,1.203,6.937,4.112,125.284
0.341,1.203,6.937,4.112,125.320
0.342,1.203,6.937,4.112,125.356
0.342,1.203,6.937,4.112,125.392
0.342,1.203,6.937,4.112,125.428
0.342,1.203,6.937,4.112,125.465
0.342,1.203,6.937,4.112,125.501
0.342,1.203,6.937,4.112,125.537
0.342,1.203,6.937,4.112,125.573
0.342,1.203,6.937,4.112,125.609
0.342,1.203,6.937,4.112,125.645
0.342,1.203,6.937,4.112,125.681
0.343,1.203,6.937,4.112,125.717
0.343,1.203,6.937,4.112,125.754
0.343,1.203,6.937,4.112,125.790
0.343,1.203,6.937,4.112,125.826
0.343,1.203,6.937,4.112,125.862
0.343,1.203,6.937,4.112,125.898
0.343,1.203,6.937,4.112,125.934
0.343,1.203,6.937,4.112,125.970
0.343,1.203,6.937,4.112,126.006
0.343,1.203,6.937,4.112,126.042
0.344,1.203,6.937,4.112,126.079
0.344,1.203,6.937,4.112,126.115
0.344,1.203,6.937,4.112,126.151
0.344,1.203,6.937,4.112,126.187
0.344,1.203,6.937,4.112,126.223
0.344,1.203,6.937,4.112,126.259
0.344,1.203,6.937,4.112,126.295
0.344,1.203,6.937,4.112,126.331
0.344,1.203,6.937,4.112,126.368
0.344,1.203,6.937,4.112,126.404
0.345,1.203,6.937,4.112,126.440
0.345,1.203,6.937,4.112,126.476
0.345,1.203,6.937,4.112,126.512
0.345,1.203,6.937,4.112,126.548
0.345,1.203,6.937,4.112,126.584
0.345,1.203,6.937,4.112,126.620
0.345,1.203,6.937,4.112,126.656
0.345,1.203,6.937,4.112,126.693
0.345,1.203,6.937,4.112,126.729
0.345,1.203,6.937,4.112,126.765
0.346,1.203,6.937,4.112,126.801
0.346,1.203,6.937,4.112,126.837
0.346,1.203,6.937,4.112,126.873
0.346,1.203,6.937,4.112,126.909
0.346,1.203,6.937,4.112,126.945
0.346,1.203,6.937,4.112,126.982
0.346,1.203,6.937,4.112,127.018
0.346,1.203,6.937,4.112,127.054
0.346,1.203,6.937,4.112,127.090
0.346,1.203,6.937,4.112,127.126
0.347,1.203,6.937,4.112,127.162
0.347,1.203,6.937,4.112,127.198
0.347,1.203,6.937,4.112,127.234
0.347,1.203,6.937,4.112,127.271
0.347,1.203,6.937,4.112,127.307
0.347,1.203,6.937,4.112,127.343
0.347,1.203,6.937,4.112,127.379
0.347,1.203,6.937,4.112,127.415
0.347,1.203,6.937,4.112,127.451
0.347,1.203,6.937,4.112,127.487
0.348,1.203,6.937,4.112,127.523
0.348,1.203,6.937,4.112,127.559
0.348,1.203,6.937,4.112,127.596
0.348,1.203,6.937,4.112,127.632
0.348,1.203,6.937,4.112,127.668
0.348,1.203,6.937,4.112,127.704
0.348,1.203,6.937,4.112,127.740
0.348,1.203,6.937,4.112,127.776
0.348,1.203,6.937,4.112,127.812
0.348,1.203,6.937,4.112,127.848
0.349,1.203,6.937,4.112,127.885
0.349,1.203,6.937,4.112,127.921
0.349,1.203,6.937,4.112,127.957
0.349,1.203,6.937,4.112,127.993
0.349,1.203,6.937,4.112,128.029
0.349,1.203,6.937,4.112,128.065
0.349,1.203,6.937,4.112,128.101
0.349,1.203,6.937,4.112,128.137
0.349,1.203,6.937,4.112,128.174
0.349,1.203,6.937,4.112,128.210
0.350,1.203,6.937,4.112,128.246
0.350,1.203,6.937,4.112,128.282
0.350,1.203,6.937,4.112,128.318
0.350,1.203,6.937,4.112,128.354
0.350,1.203,6.937,4.112,128.390
0.350,1.203,6.937,4.112,128.426
0.350,1.203,6.937,4.112,128.462
0.350,1.203,6.937,4.112,128.499
0.350,1.203,6.937,4.112,128.535
0.350,1.203,6.937,4.112,128.571
0.351,1.203,6.937,4.112,128.607
0.351,1.203,6.937,4.112,128.643
0.351,1.203,6.937,4.112,128.679
0.351,1.203,6.937,4.112,128.715
0.351,1.203,6.937,4.112,128.751
0.351,1.203,6.937,4.112,128.788
0.351,1.203,6.937,4.112,128.824
0.351,1.203,6.937,4.112,128.860
0.351,1.203,6.937,4.112,128.896
0.351,1.203,6.937,4.112,128.932
0.352,1.203,6.937,4.112,128.968
0.352,1.203,6.937,4.112,129.004
0.352,1.203,6.937,4.112,129.040
0.352,1.203,6.937,4.112,129.077
0.352,1.203,6.937,4.112,129.113
0.352,1.203,6.937,4.112,129.149
0.352,1.203,6.937,4.112,129.185
0.352,1.203,6.937,4.112,129.221
0.352,1.203,6.937,4.112,129.257
0.352,1.203,6.937,4.112,129.293
0.353,1.203,6.937,4.112,129.329
0.353,1.203,6.937,4.112,129.365
0.353,1.203,6.937,4.112,129.402
0.353,1.203,6.937,4.112,129.438
0.353,1.203,6.937,4.112,129.474
0.353,1.203,6.937,4.112,129.510
0.353,1.203,6.937,4.112,129.546
0.353,1.203,6.937,4.112,129.582
0.353,1.203,6.937,4.112,129.618
0.353,1.203,6.937,4.112,129.654
0.354,1.203,6.937,4.112,129.691
0.354,1.203,6.937,4.112,129.727
0.354,1.203,6.937,4.112,129.763
0.354,1.203,6.937,4.112,129.799
0.354,1.203,6.937,4.112,129.835
0.354,1.203,6.937,4.112,129.871
0.354,1.203,6.937,4.112,129.907
0.354,1.203,6.937,4.112,129.943
0.354,1.203,6.937,4.112,129.979
0.354,1.203,6.937,4.112,130.016
0.355,1.203,6.937,4.112,130.052
0.355,1.203,6.937,4.112,130.088
0.355,1.203,6.937,4.112,130.124
0.355,1.203,6.937,4.112,130.160
0.355,1.203,6.937,4.112,130.196
0.355,1.203,6.937,4.112,130.232
0.355,1.203,6.937,4.112,130.268
0.355,1.203,6.937,4.112,130.305
0.355,1.203,6.937,4.112,130.341
0.355,1.203,6.937,4.112,130.377
0.356,1.203,6.937,4.112,130.413
0.356,1.203,6.937,4.112,130.449
0.356,1.203,6.937,4.112,130.485
0.356,1.203,6.937,4.112,130.521
0.356,1.203,6.937,4.112,130.557
0.356,1.203,6.937,4.112,130.594
0.356,1.203,6.937,4.112,130.630
0.356,1.203,6.937,4.112,130.666
0.356,1.203,6.937,4.112,130.702
0.356,1.203,6.937,4.112,130.738
0.357,1.203,6.937,4.112,130.774
0.357,1.203,6.937,4.112,130.810
0.357,1.203,6.937,4.112,130.846
0.357,1.203,6.937,4.112,130.882
0.357,1.203,6.937,4.112,130.919
0.357,1.203,6.937,4.112,130.955
0.357,1.203,6.937,4.112,130.991
0.357,1.203,6.937,4.112,131.027
0.357,1.203,6.937,4.112,131.063
0.357,1.203,6.937,4.112,131.099
0.358,1.203,6.937,4.112,131.135
0.358,1.203,6.937,4.112,131.171
0.358,1.203,6.937,4.112,131.208
0.358,1.203,6.937,4.112,131.244
0.358,1.203,6.937,4.112,131.280
0.358,1.203,6.937,4.112,131.316
0.358,1.203,6.937,4.112,131.352
0.358,1.203,6.937,4.112,131.388
0.358,1.203,6.937,4.112,131.424
0.358,1.203,6.937,4.112,131.460
0.359,1.203,6.937,4.112,131.497
0.359,1.203,6.937,4.112,131.533
0.359,1.203,6.937,4.112,131.569
0.359,1.203,6.937,4.112,131.605
0.359,1.203,6.937,4.112,131.641
0.359,1.203,6.937,4.112,131.677
0.359,1.203,6.937,4.112,131.713
0.359,1.203,6.937,4.112,131.749
0.359,1.203,6.937,4.112,131.785
0.359,1.203,6.937,4.112,131.822
0.360,1.203,6.937,4.112,131.858
0.360,1.203,6.937,4.112,131.894
0.360,1.203,6.937,4.112,131.930
0.360,1.203,6.937,4.112,131.966
0.360,1.203,6.937,4.112,132.002
0.360,1.203,6.937,4.112,132.038
0.360,1.203,6.937,4.112,132.074
0.360,1.203,6.937,4.112,132.111
0.360,1.203,6.937,4.112,132.147
0.360,1.203,6.937,4.112,132.183
0.361,1.203,6.937,4.112,132.219
0.361,1.203,6.937,4.112,132.255
0.361,1.203,6.937,4.112,132.291
0.361,1.203,6.937,4.112,132.327
0.361,1.203,6.937,4.112,132.363
0.361,1.203,6.937,4.112,132.399
0.361,1.203,6.937,4.112,132.436
0.361,1.203,6.937,4.112,132.472
0.361,1.203,6.937,4.112,132.508
0.361,1.203,6.937,4.112,132.544
0.362,1.203,6.937,4.112,132.580
0.362,1.203,6.937,4.112,132.616
0.362,1.203,6.937,4.112,132.652
0.362,1.203,6.937,4.112,132.688
0.362,1.203,6.937,4.112,132.725
0.362,1.203,6.937,4.112,132.761
0.362,1.203,6.937,4.112,132.797
0.362,1.203,6.937,4.112,132.833
0.362,1.203,6.937,4.112,132.869
0.362,1.203,6.937,4.112,132.905
0.363,1.203,6.937,4.112,132.941
0.363,1.203,6.937,4.112,132.977
0.363,1.203,6.937,4.112,133.014
0.363,1.203,6.937,4.112,133.050
0.363,1.203,6.937,4.112,133.086
0.363,1.203,6.937,4.112,133.122
0.363,1.203,6.937,4.112,133.158
0.363,1.203,6.937,4.112,133.194
0.363,1.203,6.937,4.112,133.230
0.363,1.203,6.937,4.112,133.266
0.364,1.203,6.937,4.112,133.302
0.364,1.203,6.937,4.112,133.339
0.364,1.203,6.937,4.112,133.375
0.364,1.203,6.937,4.112,133.411
0.364,1.203,6.937,4.112,133.447
0.364,1.203,6.937,4.112,133.483
0.364,1.203,6.937,4.112,133.519
0.364,1.203,6.937,4.112,133.555
0.364,1.203,6.937,4.112,133.591
0.364,1.203,6.937,4.112,133.628
0.365,1.203,6.937,4.112,133.664
0.365,1.203,6.937,4.112,133.700
0.365,1.203,6.937,4.112,133.736
0.365,1.203,6.937,4.112,133.772
0.365,1.203,6.937,4.112,133.808
0.365,1.203,6.937,4.112,133.844
0.365,1.203,6.937,4.112,133.880
0.365,1.203,6.937,4.112,133.917
0.365,1.203,6.937,4.112,133.953
0.365,1.203,6.937,4.112,133.989
0.366,1.203,6.937,4.112,134.025
0.366,1.203,6.937,4.112,134.061
0.366,1.203,6.937,4.112,134.097
0.366,1.203,6.937,4.112,134.133
0.366,1.203,6.937,4.112,134.169
0.366,1.203,6.937,4.112,134.205
0.366,1.203,6.937,4.112,134.242
0.366,1.203,6.937,4.112,134.278
0.366,1.203,6.937,4.112,134.314
0.366,1.203,6.937,4.112,134.350
0.367,1.203,6.937,4.112,134.386
0.367,1.203,6.937,4.112,134.422
0.367,1.203,6.937,4.112,134.458
0.367,1.203,6.937,4.112,134.494
0.367,1.203,6.937,4.112,134.531
0.367,1.203,6.937,4.112,134.567
0.367,1.203,6.937,4.112,134.603
0.367,1.203,6.937,4.112,134.639
0.367,1.203,6.937,4.112,134.675
0.367,1.203,6.937,4.112,134.711
0.368,1.203,6.937,4.112,134.747
0.368,1.203,6.937,4.112,134.783
0.368,1.203,6.937,4.112,134.819
0.368,1.203,6.937,4.112,134.856
0.368,1.203,6.937,4.112,134.892
0.368,1.203,6.937,4.112,134.928
0.368,1.203,6.937,4.112,134.964
0.368,1.203,6.937,4.112,135.000
0.368,1.203,6.937,4.112,135.036
0.368,1.203,6.937,4.112,135.072
0.369,1.203,6.937,4.112,135.108
0.369,1.203,6.937,4.112,135.145
0.369,1.203,6.937,4.112,135.181
0.369,1.203,6.937,4.112,135.217
0.369,1.203,6.937,4.112,135.253
0.369,1.203,6.937,4.112,135.289
0.369,1.203,6.937,4.112,135.325
0.369,1.203,6.937,4.112,135.361
0.369,1.203,6.937,4.112,135.397
0.369,1.203,6.937,4.112,135.434
0.370,1.203,6.937,4.112,135.470
0.370,1.203,6.937,4.112,135.506
0.370,1.203,6.937,4.112,135.542
0.370,1.203,6.937,4.112,135.578
0.370,1.203,6.937,4.112,135.614
0.370,1.203,6.937,4.112,135.650
0.370,1.203,6.937,4.112,135.686
0.370,1.203,6.937,4.112,135.722
0.370,1.203,6.937,4.112,135.759
0.370,1.203,6.937,4.112,135.795
0.371,1.203,6.937,4.112,135.831
0.371,1.203,6.937,4.112,135.867
0.371,1.203,6.937,4.112,135.903
0.371,1.203,6.937,4.112,135.939
0.371,1.203,6.937,4.112,135.975
0.371,1.203,6.937,4.112,136.011
0.371,1.203,6.937,4.112,136.048
0.371,1.203,6.937,4.112,136.084
0.371,1.203,6.937,4.112,136.120
0.371,1.203,6.937,4.112,136.156
0.372,1.203,6.937,4.112,136.192
0.372,1.203,6.937,4.112,136.228
0.372,1.203,6.937,4.112,136.264
0.372,1.203,6.937,4.112,136.300
0.372,1.203,6.937,4.112,136.337
0.372,1.203,6.937,4.112,136.373
0.372,1.203,6.937,4.112,136.409
0.372,1.203,6.937,4.112,136.445
0.372,1.203,6.937,4.112,136.481
0.372,1.203,6.937,4.112,136.517
0.373,1.203,6.937,4.112,136.553
0.373,1.203,6.937,4.112,136.589
0.373,1.203,6.937,4.112,136.625
0.373,1.203,6.937,4.112,136.662
0.373,1.203,6.937,4.112,136.698
0.373,1.203,6.937,4.112,136.734
0.373,1.203,6.937,4.112,136.770
0.373,1.203,6.937,4.112,136.806
0.373,1.203,6.937,4.112,136.842
0.373,1.203,6.937,4.112,136.878
0.374,1.203,6.937,4.112,136.914
0.374,1.203,6.937,4.112,136.951
0.374,1.203,6.937,4.112,136.987
0.374,1.203,6.937,4.112,137.023
0.374,1.203,6.937,4.112,137.059
0.374,1.203,6.937,4.112,137.095
0.374,1.203,6.937,4.112,137.131
0.374,1.203,6.937,4.112,137.167
0.374,1.203,6.937,4.112,137.203
0.374,1.203,6.937,4.112,137.239
0.375,1.203,6.937,4.112,137.276
0.375,1.203,6.937,4.112,137.312
0.375,1.203,6.937,4.112,137.348
0.375,1.203,6.937,4.112,137.384
0.375,1.203,6.937,4.112,137.420
0.375,1.203,6.937,4.112,137.456
0.375,1.203,6.937,4.112,137.492
0.375,1.203,6.937,4.112,137.528
0.375,1.203,6.937,4.112,137.565
0.375,1.203,6.937,4.112,137.601
0.376,1.203,6.937,4.112,137.637
0.376,1.203,6.937,4.112,137.673
0.376,1.203,6.937,4.112,137.709
0.376,1.203,6.937,4.112,137.745
0.376,1.203,6.937,4.112,137.781
0.376,1.203,6.937,4.112,137.817
0.376,1.203,6.937,4.112,137.854
0.376,1.203,6.937,4.112,137.890
0.376,1.203,6.937,4.112,137.926
0.376,1.203,6.937,4.112,137.962
0.377,1.203,6.937,4.112,137.998
0.377,1.203,6.937,4.112,138.034
0.377,1.203,6.937,4.112,138.070
0.377,1.203,6.937,4.112,138.106
0.377,1.203,6.937,4.112,138.142
0.377,1.203,6.937,4.112,138.179
0.377,1.203,6.937,4.112,138.215
0.377,1.203,6.937,4.112,138.251
0.377,1.203,6.937,4.112,138.287
0.377,1.203,6.937,4.112,138.323
0.378,1.203,6.937,4.112,138.359
0.378,1.203,6.937,4.112,138.395
0.378,1.203,6.937,4.112,138.431
0.378,1.203,6.937,4.112,138.468
0.378,1.203,6.937,4.112,138.504
0.378,1.203,6.937,4.112,138.540
0.378,1.203,6.937,4.112,138.576
0.378,1.203,6.937,4.112,138.612
0.378,1.203,6.937,4.112,138.648
0.378,1.203,6.937,4.112,138.684
0.379,1.203,6.937,4.112,138.720
0.379,1.203,6.937,4.112,138.756
0.379,1.203,6.937,4.112,138.793
0.379,1.203,6.937,4.112,138.829
0.379,1.203,6.937,4.112,138.865
0.379,1.203,6.937,4.112,138.901
0.379,1.203,6.937,4.112,138.937
0.379,1.203,6.937,4.112,138.973
0.379,1.203,6.937,4.112,139.009
0.379,1.203,6.937,4.112,139.045
0.380,1.203,6.937,4.112,139.082
0.380,1.203,6.937,4.112,139.118
